FSA,ProvinceTerritory,n_days,concentration
N1R,ON,91.0,87.0
N1R,ON,94.0,146.0
N1S,ON,94.0,24.0
N1S,ON,92.0,252.0
N1T,ON,92.0,7.5
N1T,ON,109.0,28.0
N1T,ON,91.0,76.0
N3C,ON,108.0,53.0
*,ON,92.0,39.0
N3H,ON,92.0,28.0
N3H,ON,107.0,65.0
N3H,ON,92.0,72.0
N3H,ON,91.0,104.0
N3H,ON,115.0,137.0
N0B,ON,133.0,76.0
N3B,ON,101.0,7.5
N3B,ON,90.0,17.0
N3B,ON,91.0,93.0
N0B,ON,94.0,7.5
N0B,ON,90.0,30.0
N2A,ON,92.0,7.5
N2A,ON,91.0,25.0
N2A,ON,145.0,82.0
*,ON,110.0,29.0
N2E,ON,91.0,20.0
N2E,ON,93.0,29.0
N2E,ON,92.0,30.0
N2E,ON,96.0,32.0
N2E,ON,91.0,33.0
N2E,ON,115.0,147.0
N2H,ON,93.0,7.5
N2H,ON,91.0,7.5
N2H,ON,121.0,7.5
N2H,ON,91.0,19.0
N2H,ON,124.0,30.0
N2H,ON,91.0,70.0
N2K,ON,105.0,99.0
N2M,ON,90.0,7.5
N2M,ON,92.0,7.5
N2M,ON,114.0,7.5
N2M,ON,91.0,16.0
N2M,ON,90.0,33.0
N2M,ON,93.0,34.0
N2M,ON,91.0,78.0
N2N,ON,91.0,7.5
N2N,ON,92.0,7.5
N2N,ON,91.0,16.0
N2N,ON,98.0,18.0
N2N,ON,98.0,25.0
N2N,ON,118.0,31.0
N2N,ON,92.0,44.0
N2N,ON,93.0,57.0
N2N,ON,96.0,132.0
N2P,ON,92.0,20.0
N2P,ON,90.0,31.0
N2P,ON,91.0,38.0
N2P,ON,89.0,57.0
*,ON,101.0,57.0
N0B,ON,121.0,29.0
N3A,ON,108.0,63.0
N3A,ON,92.0,278.0
N0B,ON,109.0,69.0
N2J,ON,136.0,18.0
N2J,ON,92.0,21.0
N2J,ON,94.0,28.0
N2J,ON,97.0,453.0
N2K,ON,90.0,7.5
N2K,ON,94.0,17.0
N2K,ON,91.0,18.0
N2K,ON,93.0,40.0
N2K,ON,99.0,41.0
N2K,ON,91.0,61.0
N2K,ON,91.0,63.0
N2K,ON,92.0,72.0
N2K,ON,102.0,76.0
N2K,ON,97.0,86.0
N2K,ON,91.0,98.0
N2L,ON,93.0,7.5
N2L,ON,94.0,16.0
N2L,ON,107.0,18.0
N2L,ON,92.0,20.0
N2L,ON,91.0,21.0
N2L,ON,91.0,133.0
N2T,ON,94.0,7.5
N2T,ON,93.0,25.0
N2T,ON,97.0,35.0
N2T,ON,92.0,125.0
N2V,ON,91.0,17.0
N2V,ON,94.0,27.0
N2V,ON,91.0,43.0
N2V,ON,95.0,75.0
N0B,ON,142.0,20.0
N0B,ON,92.0,34.0
N0B,ON,91.0,37.0
N0B,ON,91.0,15.0
N0B,ON,105.0,1211.0
N0G,ON,91.0,27.0
N0B,ON,94.0,115.0
N3C,ON,110.0,52.0
N0B,ON,91.0,16.0
N0B,ON,91.0,28.0
N0B,ON,92.0,83.0
N0B,ON,117.0,95.0
N0B,ON,91.0,7.5
N0B,ON,90.0,628.0
N1M,ON,91.0,7.5
N1M,ON,91.0,7.5
N1M,ON,91.0,17.0
N1M,ON,96.0,18.0
N1M,ON,91.0,22.0
N1M,ON,63.0,56.0
L0N,ON,96.0,60.0
L0N,ON,92.0,114.0
N1C,ON,98.0,23.0
N1C,ON,143.0,52.0
N1E,ON,109.0,17.0
N1E,ON,96.0,29.0
N1E,ON,91.0,30.0
N1E,ON,92.0,31.0
N1E,ON,91.0,36.0
N1E,ON,92.0,39.0
N1E,ON,95.0,39.0
N1E,ON,122.0,70.0
N1E,ON,102.0,76.0
N1E,ON,118.0,81.0
N1E,ON,154.0,116.0
N1E,ON,95.0,278.0
N1G,ON,103.0,7.5
N1G,ON,92.0,7.5
N1G,ON,94.0,55.0
N1G,ON,94.0,62.0
N1G,ON,99.0,113.0
N1G,ON,92.0,125.0
N1G,ON,94.0,430.0
N1H,ON,92.0,26.0
N1H,ON,91.0,104.0
N1H,ON,92.0,111.0
N1H,ON,91.0,123.0
N1H,ON,93.0,128.0
*,ON,117.0,21.0
N1L,ON,93.0,104.0
N1L,ON,102.0,256.0
N1L,ON,96.0,367.0
N0G,ON,204.0,54.0
L0N,ON,91.0,34.0
N0G,ON,90.0,83.0
N0B,ON,90.0,69.0
N0B,ON,90.0,102.0
N0G,ON,90.0,31.0
N0G,ON,180.0,59.0
N0G,ON,94.0,77.0
L9W,ON,114.0,7.5
L9W,ON,92.0,7.5
L9W,ON,120.0,7.5
L9W,ON,91.0,7.5
L9W,ON,103.0,7.5
L9W,ON,102.0,16.0
L9W,ON,91.0,18.0
L9W,ON,91.0,18.0
L9W,ON,91.0,19.0
L9W,ON,91.0,25.0
L9W,ON,91.0,26.0
L9W,ON,91.0,28.0
L9W,ON,92.0,29.0
L9W,ON,92.0,29.0
L9W,ON,113.0,34.0
L9W,ON,101.0,60.0
L9W,ON,91.0,61.0
L9W,ON,126.0,77.0
L9W,ON,91.0,92.0
L9W,ON,90.0,92.0
L9W,ON,122.0,130.0
L9W,ON,90.0,136.0
L9W,ON,93.0,140.0
L9W,ON,91.0,268.0
L9W,ON,96.0,283.0
L9W,ON,90.0,352.0
L9W,ON,111.0,569.0
L0N,ON,91.0,30.0
N0G,ON,91.0,16.0
N0B,ON,92.0,7.5
N0B,ON,153.0,19.0
N0B,ON,92.0,29.0
N0B,ON,112.0,52.0
N0B,ON,99.0,78.0
N0B,ON,99.0,258.0
L0N,ON,91.0,7.5
L0N,ON,91.0,21.0
L0N,ON,93.0,40.0
N0B,ON,96.0,34.0
N9V,ON,91.0,82.0
N9V,ON,94.0,7.5
N9V,ON,90.0,26.0
N9V,ON,94.0,57.0
N9V,ON,100.0,77.0
N9V,ON,92.0,78.0
N9V,ON,104.0,102.0
N9V,ON,90.0,115.0
N9V,ON,116.0,120.0
N9V,ON,90.0,146.0
N9V,ON,92.0,237.0
N9V,ON,85.0,256.0
N9V,ON,92.0,302.0
N9V,ON,100.0,323.0
N9V,ON,91.0,331.0
N0R,ON,91.0,7.5
N0R,ON,105.0,23.0
N0R,ON,95.0,34.0
N0R,ON,128.0,42.0
N0R,ON,106.0,53.0
N0R,ON,92.0,69.0
N0R,ON,103.0,99.0
N0R,ON,109.0,111.0
N0R,ON,91.0,113.0
N0R,ON,92.0,120.0
N0R,ON,92.0,133.0
N0R,ON,99.0,155.0
N0R,ON,90.0,161.0
N0P,ON,91.0,72.0
N0R,ON,121.0,68.0
N0R,ON,116.0,121.0
N8M,ON,99.0,7.5
N8M,ON,90.0,7.5
N8M,ON,90.0,27.0
N8M,ON,106.0,30.0
N8M,ON,104.0,48.0
N8M,ON,113.0,61.0
N8M,ON,96.0,66.0
N8M,ON,91.0,71.0
N8M,ON,91.0,82.0
N8M,ON,93.0,164.0
N8M,ON,93.0,322.0
N8M,ON,89.0,848.0
N9V,ON,101.0,59.0
N0R,ON,116.0,15.0
N0R,ON,95.0,53.0
N0R,ON,103.0,62.0
N0R,ON,91.0,87.0
N0R,ON,105.0,97.0
N0R,ON,91.0,103.0
N0R,ON,101.0,159.0
N0R,ON,94.0,339.0
N0R,ON,95.0,408.0
N9Y,ON,92.0,19.0
N9Y,ON,106.0,27.0
N9Y,ON,94.0,71.0
N9Y,ON,111.0,76.0
N9Y,ON,99.0,124.0
N9Y,ON,74.0,129.0
N9Y,ON,96.0,158.0
N9Y,ON,96.0,239.0
N9Y,ON,93.0,241.0
N8N,ON,95.0,68.0
N9H,ON,98.0,73.0
N9H,ON,98.0,100.0
N9H,ON,90.0,127.0
N9H,ON,90.0,134.0
N9H,ON,98.0,211.0
N9J,ON,96.0,69.0
N9J,ON,117.0,78.0
N9J,ON,127.0,274.0
N8H,ON,94.0,188.0
N8H,ON,92.0,7.5
N8H,ON,93.0,7.5
N8H,ON,90.0,17.0
N8H,ON,89.0,20.0
N8H,ON,90.0,30.0
N8H,ON,90.0,43.0
N8H,ON,91.0,92.0
N8H,ON,93.0,105.0
N8H,ON,104.0,114.0
N8H,ON,100.0,142.0
N8H,ON,88.0,193.0
N8H,ON,91.0,387.0
N0R,ON,94.0,85.0
N0R,ON,95.0,101.0
N0R,ON,130.0,103.0
N0R,ON,107.0,21.0
N0R,ON,93.0,7.5
N0P,ON,103.0,25.0
N0P,ON,96.0,126.0
N0R,ON,91.0,31.0
N0R,ON,89.0,61.0
N0R,ON,91.0,324.0
N8N,ON,92.0,196.0
N0R,ON,101.0,84.0
N0P,ON,114.0,65.0
N8N,ON,120.0,51.0
N8N,ON,92.0,25.0
N8N,ON,93.0,32.0
N8N,ON,104.0,50.0
N8N,ON,127.0,62.0
N8N,ON,91.0,64.0
N8N,ON,90.0,71.0
N8N,ON,91.0,85.0
N8N,ON,93.0,95.0
N8N,ON,107.0,112.0
N8N,ON,91.0,124.0
N8N,ON,98.0,127.0
N8N,ON,63.0,144.0
N8N,ON,105.0,161.0
N8N,ON,95.0,164.0
N9K,ON,90.0,89.0
N8R,ON,100.0,126.0
N8S,ON,92.0,28.0
N8N,ON,91.0,84.0
N8N,ON,90.0,85.0
N8P,ON,90.0,33.0
N8P,ON,91.0,85.0
N8P,ON,91.0,92.0
N8P,ON,91.0,111.0
N8P,ON,105.0,227.0
N8P,ON,91.0,246.0
N8P,ON,96.0,731.0
N8R,ON,101.0,38.0
N8R,ON,103.0,39.0
N8R,ON,96.0,116.0
N8R,ON,91.0,134.0
N8R,ON,113.0,142.0
N8R,ON,115.0,169.0
N8R,ON,92.0,184.0
N8R,ON,91.0,275.0
N8S,ON,91.0,21.0
N8S,ON,92.0,27.0
N8S,ON,99.0,60.0
N8S,ON,187.0,74.0
N8S,ON,113.0,131.0
N8S,ON,91.0,174.0
N8S,ON,93.0,220.0
N8T,ON,93.0,7.5
N8T,ON,90.0,27.0
N8T,ON,91.0,133.0
N8T,ON,99.0,155.0
N8T,ON,91.0,179.0
N8W,ON,90.0,16.0
N8W,ON,98.0,20.0
N8W,ON,91.0,24.0
N8W,ON,90.0,28.0
N8W,ON,114.0,73.0
N8W,ON,93.0,112.0
N8W,ON,90.0,122.0
N8W,ON,92.0,123.0
N8W,ON,92.0,127.0
N8W,ON,91.0,135.0
N8W,ON,94.0,256.0
N8W,ON,90.0,406.0
N8X,ON,91.0,23.0
N8X,ON,91.0,26.0
N8X,ON,90.0,36.0
N8X,ON,130.0,44.0
N8X,ON,98.0,56.0
N8X,ON,92.0,64.0
N8X,ON,91.0,183.0
N8X,ON,90.0,295.0
N8X,ON,92.0,446.0
N8Y,ON,99.0,7.5
N8Y,ON,90.0,7.5
N9A,ON,91.0,7.5
N9A,ON,94.0,15.0
N9A,ON,121.0,24.0
N9A,ON,95.0,112.0
N9A,ON,91.0,256.0
N9B,ON,91.0,32.0
N9B,ON,109.0,160.0
N9C,ON,111.0,41.0
N9C,ON,93.0,66.0
N9C,ON,94.0,154.0
N9E,ON,94.0,35.0
N9E,ON,91.0,44.0
N9E,ON,91.0,67.0
N9E,ON,91.0,77.0
N9E,ON,94.0,79.0
N9E,ON,92.0,83.0
N9E,ON,91.0,86.0
N9E,ON,61.0,110.0
N9E,ON,93.0,125.0
N9G,ON,94.0,37.0
N9G,ON,91.0,39.0
N9G,ON,106.0,97.0
N9G,ON,124.0,276.0
N9G,ON,91.0,360.0
N9H,ON,155.0,83.0
N9H,ON,114.0,96.0
N9K,ON,91.0,49.0
N9K,ON,103.0,133.0
L4G,ON,93.0,7.5
L4G,ON,91.0,7.5
L4G,ON,103.0,19.0
L4G,ON,92.0,20.0
L4G,ON,103.0,22.0
L4G,ON,94.0,77.0
L9N,ON,90.0,37.0
L9N,ON,64.0,7.5
L9N,ON,93.0,7.5
L9N,ON,91.0,16.0
L9N,ON,92.0,33.0
L9N,ON,94.0,88.0
L4P,ON,98.0,7.5
L4P,ON,86.0,7.5
L7B,ON,102.0,20.0
L7B,ON,90.0,26.0
L0J,ON,93.0,7.5
L0J,ON,91.0,129.0
L6A,ON,92.0,7.5
L6A,ON,91.0,21.0
L6A,ON,93.0,26.0
L6A,ON,103.0,27.0
L6A,ON,90.0,33.0
L6B,ON,90.0,7.5
L3P,ON,90.0,17.0
L3P,ON,117.0,18.0
L3P,ON,91.0,30.0
L3P,ON,101.0,33.0
L3R,ON,92.0,7.5
L3R,ON,90.0,7.5
L3R,ON,78.0,36.0
L3R,ON,91.0,38.0
L3R,ON,102.0,54.0
L3S,ON,102.0,7.5
L3S,ON,99.0,18.0
L6B,ON,91.0,7.5
L6E,ON,92.0,7.5
L6E,ON,104.0,7.5
L3X,ON,110.0,7.5
L3X,ON,142.0,7.5
L3X,ON,91.0,17.0
L3X,ON,96.0,21.0
L3X,ON,91.0,22.0
L3X,ON,91.0,34.0
L3X,ON,90.0,35.0
L3X,ON,161.0,49.0
L3X,ON,126.0,57.0
L3Y,ON,115.0,7.5
L3Y,ON,91.0,15.0
L3Y,ON,98.0,24.0
L3Y,ON,97.0,67.0
L3Y,ON,91.0,78.0
L0G,ON,91.0,16.0
L0E,ON,99.0,7.5
L4B,ON,95.0,7.5
L4B,ON,84.0,27.0
L4C,ON,103.0,25.0
L4C,ON,92.0,34.0
L4C,ON,108.0,37.0
L4C,ON,92.0,61.0
L4C,ON,91.0,116.0
L4E,ON,91.0,7.5
L4E,ON,95.0,17.0
L4E,ON,93.0,21.0
L4E,ON,104.0,24.0
L4E,ON,102.0,30.0
L4E,ON,101.0,38.0
L4S,ON,94.0,7.5
L4S,ON,90.0,7.5
L4S,ON,92.0,7.5
L9N,ON,106.0,16.0
L0G,ON,101.0,17.0
L4A,ON,97.0,17.0
L4A,ON,91.0,87.0
L0E,ON,121.0,15.0
L0E,ON,70.0,39.0
L4J,ON,95.0,19.0
L3T,ON,109.0,7.5
L3T,ON,131.0,7.5
L3T,ON,92.0,7.5
L3T,ON,90.0,20.0
L3T,ON,94.0,28.0
L3T,ON,103.0,42.0
L3T,ON,91.0,80.0
L3T,ON,100.0,120.0
L3T,ON,93.0,130.0
L4J,ON,92.0,22.0
L4J,ON,92.0,36.0
L4J,ON,156.0,43.0
L4J,ON,90.0,73.0
L4J,ON,90.0,75.0
L4H,ON,91.0,7.5
L4H,ON,94.0,7.5
L4H,ON,122.0,7.5
L4H,ON,94.0,16.0
M3A,ON,91.0,150.0
M1K,ON,92.0,19.0
*,ON,91.0,22.0
M1W,ON,91.0,7.5
M1B,ON,96.0,7.5
M1B,ON,91.0,62.0
M1E,ON,103.0,7.5
M1E,ON,134.0,64.0
M1G,ON,96.0,7.5
M1G,ON,117.0,83.0
*,ON,96.0,24.0
M1K,ON,102.0,7.5
*,ON,107.0,7.5
*,ON,160.0,7.5
M1W,ON,98.0,7.5
*,ON,100.0,7.5
M2H,ON,91.0,21.0
M2H,ON,92.0,169.0
M2J,ON,93.0,42.0
M2J,ON,92.0,141.0
M2J,ON,98.0,149.0
*,ON,95.0,41.0
M2N,ON,179.0,120.0
M2N,ON,104.0,163.0
M3A,ON,90.0,86.0
M3A,ON,100.0,93.0
*,ON,91.0,7.5
M3H,ON,95.0,15.0
M3H,ON,92.0,117.0
M4C,ON,125.0,7.5
M4C,ON,105.0,7.5
M4E,ON,96.0,7.5
M4E,ON,91.0,16.0
*,ON,106.0,18.0
M4J,ON,99.0,7.5
M4J,ON,90.0,7.5
M4J,ON,91.0,292.0
M4K,ON,91.0,7.5
M4K,ON,91.0,7.5
M4K,ON,112.0,7.5
M4K,ON,91.0,7.5
M4K,ON,120.0,7.5
M4K,ON,111.0,7.5
M4K,ON,91.0,7.5
M4L,ON,93.0,7.5
M4L,ON,91.0,22.0
M4N,ON,92.0,36.0
M4N,ON,94.0,42.0
*,ON,94.0,7.5
*,ON,91.0,7.5
M5M,ON,91.0,42.0
M5M,ON,92.0,81.0
*,ON,108.0,22.0
*,ON,92.0,20.0
*,ON,104.0,108.0
*,ON,91.0,23.0
*,ON,91.0,7.5
*,ON,91.0,7.5
M6N,ON,101.0,27.0
M6N,ON,91.0,27.0
*,ON,91.0,7.5
M6R,ON,92.0,7.5
M6R,ON,99.0,7.5
M6R,ON,93.0,25.0
*,ON,92.0,7.5
*,ON,93.0,104.0
*,ON,93.0,36.0
*,ON,90.0,106.0
M9A,ON,90.0,7.5
M9A,ON,91.0,95.0
*,ON,93.0,161.0
M9C,ON,95.0,164.0
M9C,ON,94.0,221.0
*,ON,101.0,7.5
*,MB,92.0,152.0
R2C,MB,119.0,64.0
R2C,MB,91.0,69.0
R2C,MB,91.0,87.0
R2C,MB,106.0,96.0
R2C,MB,92.0,121.0
R2G,MB,92.0,76.0
R2G,MB,95.0,125.0
R2G,MB,101.0,155.0
R2G,MB,98.0,162.0
R2G,MB,91.0,234.0
R2J,MB,97.0,59.0
R2J,MB,91.0,66.0
R2K,MB,91.0,180.0
R2K,MB,111.0,182.0
R2L,MB,91.0,39.0
R2L,MB,92.0,127.0
R2M,MB,93.0,52.0
R2M,MB,91.0,112.0
R2M,MB,91.0,335.0
R2N,MB,92.0,87.0
R2N,MB,94.0,89.0
R2P,MB,92.0,80.0
R2P,MB,94.0,212.0
R2P,MB,91.0,232.0
R2V,MB,90.0,41.0
R2V,MB,90.0,67.0
R2X,MB,90.0,61.0
R2X,MB,91.0,116.0
*,MB,92.0,115.0
R3G,MB,99.0,7.5
R3G,MB,109.0,7.5
R3G,MB,98.0,120.0
R3J,MB,86.0,35.0
R3J,MB,103.0,38.0
R3J,MB,91.0,130.0
*,MB,90.0,124.0
R3M,MB,92.0,36.0
R3M,MB,95.0,41.0
R3M,MB,99.0,63.0
R3N,MB,93.0,88.0
R3N,MB,95.0,199.0
R3P,MB,91.0,17.0
R3P,MB,95.0,21.0
R3P,MB,91.0,30.0
R3P,MB,96.0,38.0
R3P,MB,91.0,89.0
R3P,MB,94.0,117.0
R3P,MB,91.0,140.0
R3P,MB,91.0,154.0
R3P,MB,90.0,164.0
R3P,MB,91.0,250.0
R3R,MB,91.0,17.0
R3R,MB,124.0,28.0
R3R,MB,92.0,269.0
R3T,MB,94.0,67.0
R3T,MB,93.0,85.0
R3T,MB,91.0,102.0
R3T,MB,92.0,121.0
R3T,MB,92.0,278.0
R3T,MB,90.0,398.0
*,MB,98.0,146.0
R3W,MB,96.0,7.5
R3W,MB,91.0,117.0
R3W,MB,91.0,152.0
*,MB,91.0,191.0
R0K,MB,87.0,152.0
R0K,MB,89.0,303.0
R7A,MB,91.0,29.0
R7A,MB,93.0,39.0
R7A,MB,91.0,61.0
R7A,MB,93.0,83.0
R7A,MB,91.0,83.0
R7A,MB,93.0,97.0
R7A,MB,104.0,106.0
R7A,MB,93.0,112.0
R7A,MB,92.0,120.0
R7A,MB,91.0,127.0
R7A,MB,92.0,135.0
R7A,MB,93.0,147.0
R7A,MB,120.0,155.0
R7A,MB,92.0,160.0
R7A,MB,98.0,168.0
R7A,MB,92.0,214.0
R7A,MB,91.0,218.0
R7A,MB,92.0,243.0
R7A,MB,91.0,245.0
R7A,MB,91.0,248.0
R7A,MB,91.0,257.0
R7A,MB,99.0,261.0
R7A,MB,91.0,271.0
R7A,MB,108.0,339.0
R7A,MB,90.0,433.0
R7A,MB,104.0,576.0
R7B,MB,120.0,19.0
R7B,MB,90.0,23.0
R7B,MB,93.0,27.0
R7B,MB,91.0,31.0
R7B,MB,102.0,32.0
R7B,MB,91.0,38.0
R7B,MB,92.0,42.0
R7B,MB,92.0,43.0
R7B,MB,93.0,64.0
R7B,MB,92.0,66.0
R7B,MB,90.0,74.0
R7B,MB,101.0,84.0
R7B,MB,91.0,86.0
R7B,MB,95.0,111.0
R7B,MB,109.0,118.0
R7B,MB,92.0,119.0
R7B,MB,101.0,121.0
R7B,MB,101.0,130.0
R7B,MB,85.0,142.0
R7B,MB,91.0,179.0
R7B,MB,96.0,208.0
R7B,MB,96.0,209.0
R7B,MB,92.0,224.0
R7B,MB,97.0,241.0
R7B,MB,90.0,243.0
R7B,MB,92.0,244.0
R7B,MB,91.0,246.0
R7B,MB,91.0,280.0
R7B,MB,90.0,298.0
R7B,MB,92.0,316.0
R7B,MB,108.0,323.0
R7B,MB,96.0,562.0
R7B,MB,92.0,766.0
R7C,MB,116.0,19.0
R7C,MB,92.0,232.0
R0K,MB,98.0,103.0
R0K,MB,93.0,115.0
R0K,MB,92.0,120.0
R0K,MB,91.0,767.0
R0K,MB,93.0,1296.0
R0K,MB,97.0,369.0
R0K,MB,92.0,123.0
R0K,MB,92.0,142.0
R0K,MB,92.0,160.0
R0K,MB,91.0,164.0
R0K,MB,92.0,223.0
R0K,MB,104.0,227.0
R0K,MB,96.0,286.0
R0K,MB,91.0,334.0
R0K,MB,113.0,508.0
R0K,MB,91.0,421.0
R0E,MB,91.0,7.5
R0E,MB,91.0,20.0
R0E,MB,91.0,24.0
R0E,MB,97.0,26.0
R0E,MB,110.0,28.0
R0E,MB,94.0,33.0
R0E,MB,96.0,76.0
R0E,MB,93.0,116.0
R0E,MB,97.0,130.0
R0E,MB,94.0,137.0
R0E,MB,109.0,209.0
R0E,MB,93.0,211.0
R0E,MB,94.0,32.0
R0E,MB,128.0,19.0
R0E,MB,97.0,7.5
R0E,MB,94.0,15.0
R0E,MB,93.0,17.0
R0E,MB,91.0,21.0
R0E,MB,90.0,28.0
R0E,MB,95.0,29.0
R0E,MB,95.0,33.0
R0E,MB,92.0,38.0
R0E,MB,101.0,71.0
R0E,MB,95.0,79.0
R0E,MB,91.0,82.0
R0E,MB,98.0,87.0
R0E,MB,92.0,92.0
R0E,MB,91.0,93.0
R0E,MB,92.0,94.0
R0E,MB,91.0,95.0
R0E,MB,90.0,119.0
R0E,MB,88.0,138.0
R0E,MB,90.0,179.0
R0E,MB,101.0,187.0
R0E,MB,97.0,197.0
R0E,MB,92.0,227.0
R0E,MB,104.0,272.0
R0E,MB,92.0,312.0
R0E,MB,82.0,440.0
R0E,MB,95.0,65.0
R0E,MB,93.0,169.0
R0E,MB,92.0,230.0
R0E,MB,95.0,419.0
R0E,MB,91.0,28.0
R0E,MB,128.0,7.5
R0E,MB,100.0,97.0
R0E,MB,90.0,159.0
R0E,MB,90.0,20.0
R0E,MB,91.0,39.0
R0E,MB,92.0,67.0
R0E,MB,108.0,79.0
R0E,MB,92.0,86.0
R0E,MB,91.0,97.0
R0E,MB,93.0,115.0
R0E,MB,98.0,130.0
R0E,MB,112.0,167.0
R0E,MB,167.0,171.0
R0E,MB,90.0,183.0
R0E,MB,93.0,228.0
R0E,MB,119.0,253.0
R0E,MB,92.0,297.0
R0E,MB,94.0,432.0
R0E,MB,100.0,455.0
R0E,MB,63.0,636.0
R0E,MB,96.0,17.0
R0E,MB,91.0,31.0
R0E,MB,91.0,35.0
R0E,MB,96.0,51.0
R0E,MB,91.0,77.0
R0E,MB,91.0,92.0
R0E,MB,93.0,172.0
R0E,MB,92.0,182.0
R0E,MB,94.0,185.0
R0E,MB,96.0,219.0
R0E,MB,97.0,238.0
R0E,MB,92.0,321.0
R0E,MB,120.0,7.5
R0E,MB,92.0,48.0
R0E,MB,98.0,81.0
R0E,MB,92.0,116.0
R0E,MB,91.0,120.0
R0E,MB,172.0,152.0
R0E,MB,92.0,158.0
R0E,MB,93.0,163.0
R0E,MB,90.0,164.0
R0E,MB,102.0,236.0
R0E,MB,93.0,249.0
R0E,MB,90.0,263.0
R0E,MB,132.0,108.0
R0E,MB,120.0,199.0
R0E,MB,91.0,68.0
R0E,MB,89.0,111.0
R0E,MB,94.0,32.0
R0E,MB,91.0,98.0
R0E,MB,137.0,207.0
R0E,MB,95.0,54.0
R0E,MB,95.0,7.5
R0E,MB,90.0,97.0
R0E,MB,92.0,19.0
R0E,MB,102.0,35.0
R0A,MB,101.0,39.0
R0A,MB,109.0,67.0
R0A,MB,92.0,125.0
R0A,MB,92.0,179.0
R0A,MB,88.0,40.0
R0A,MB,91.0,117.0
R0A,MB,91.0,34.0
R0A,MB,96.0,36.0
R0A,MB,94.0,54.0
R0A,MB,91.0,139.0
*,MB,91.0,119.0
R0A,MB,91.0,31.0
R0A,MB,91.0,85.0
R0A,MB,99.0,65.0
R0A,MB,91.0,124.0
R0A,MB,99.0,21.0
R0A,MB,91.0,7.5
R0A,MB,91.0,29.0
R0A,MB,92.0,37.0
R0A,MB,99.0,80.0
R0A,MB,95.0,110.0
R0A,MB,100.0,7.5
R0A,MB,96.0,79.0
R0A,MB,93.0,91.0
R0A,MB,94.0,103.0
R0A,MB,98.0,146.0
R0A,MB,94.0,151.0
R0A,MB,91.0,166.0
R0A,MB,91.0,198.0
R0A,MB,92.0,261.0
R0A,MB,92.0,297.0
R0A,MB,92.0,317.0
R0A,MB,100.0,507.0
R0A,MB,57.0,16.0
R0A,MB,91.0,33.0
R5G,MB,94.0,98.0
R5G,MB,111.0,146.0
R0A,MB,98.0,17.0
R0A,MB,91.0,56.0
R0A,MB,97.0,57.0
R0A,MB,92.0,107.0
R0A,MB,100.0,152.0
R0A,MB,94.0,213.0
R0A,MB,91.0,227.0
R0A,MB,93.0,21.0
R0A,MB,91.0,41.0
R0A,MB,119.0,69.0
R0E,MB,91.0,19.0
R0E,MB,91.0,82.0
R0A,MB,94.0,57.0
R0A,MB,103.0,70.0
R0A,MB,90.0,26.0
R0A,MB,92.0,58.0
R0A,MB,91.0,79.0
R0A,MB,91.0,151.0
R5H,MB,103.0,103.0
R5H,MB,90.0,7.5
R5H,MB,139.0,7.5
R5H,MB,90.0,7.5
R5H,MB,186.0,7.5
R5H,MB,92.0,7.5
R5H,MB,91.0,7.5
R5H,MB,93.0,16.0
R5H,MB,88.0,19.0
R5H,MB,61.0,47.0
R5H,MB,98.0,61.0
R5H,MB,92.0,70.0
R5H,MB,102.0,100.0
R5H,MB,88.0,101.0
R5H,MB,90.0,109.0
R5H,MB,91.0,138.0
R5H,MB,95.0,156.0
R5H,MB,150.0,168.0
R5H,MB,94.0,218.0
R5G,MB,92.0,7.5
R5G,MB,96.0,25.0
R5G,MB,111.0,27.0
R5G,MB,90.0,27.0
R5G,MB,93.0,34.0
R5G,MB,91.0,36.0
R5G,MB,91.0,36.0
R5G,MB,93.0,45.0
R5G,MB,96.0,54.0
R5G,MB,91.0,62.0
R5G,MB,92.0,63.0
R5G,MB,94.0,70.0
R5G,MB,90.0,81.0
R5G,MB,97.0,81.0
R5G,MB,96.0,85.0
R5G,MB,91.0,102.0
R5G,MB,91.0,103.0
R5G,MB,92.0,108.0
R5G,MB,91.0,109.0
R5G,MB,91.0,116.0
R5G,MB,96.0,117.0
R5G,MB,93.0,119.0
R5G,MB,92.0,133.0
R5G,MB,92.0,144.0
R5G,MB,91.0,161.0
R5G,MB,95.0,177.0
R5G,MB,95.0,183.0
R5G,MB,90.0,188.0
R5G,MB,90.0,203.0
R5G,MB,105.0,263.0
R5G,MB,92.0,286.0
R0A,MB,90.0,7.5
R0A,MB,94.0,21.0
R0A,MB,91.0,31.0
R0A,MB,88.0,112.0
R0A,MB,100.0,39.0
R0A,MB,91.0,203.0
R0A,MB,95.0,7.5
R0A,MB,91.0,7.5
R0C,MB,92.0,17.0
R0C,MB,70.0,142.0
R0C,MB,95.0,287.0
R0C,MB,66.0,29.0
R0C,MB,95.0,21.0
R0C,MB,92.0,58.0
R0C,MB,92.0,98.0
R0C,MB,91.0,122.0
R0C,MB,91.0,175.0
R0C,MB,92.0,94.0
R0C,MB,91.0,148.0
R0C,MB,93.0,434.0
R0E,MB,93.0,7.5
R0E,MB,89.0,30.0
R0E,MB,90.0,33.0
R0E,MB,91.0,45.0
R0E,MB,91.0,80.0
R0E,MB,93.0,88.0
R0E,MB,91.0,92.0
R0E,MB,82.0,122.0
R0E,MB,91.0,148.0
R0E,MB,97.0,165.0
R0E,MB,91.0,172.0
